id,originalLabel,correction
ILSVRC2012_val_00005837,976,-1
ILSVRC2012_val_00028509,757,"660,757"
ILSVRC2012_val_00044529,170,"177,170"
ILSVRC2012_val_00005513,624,"453,454"
ILSVRC2012_val_00028578,414,-1
ILSVRC2012_val_00045434,811,-1
ILSVRC2012_val_00007676,282,281
ILSVRC2012_val_00043910,438,"608,617,438"
ILSVRC2012_val_00017973,409,"409,892"
ILSVRC2012_val_00016415,345,"690,345"
ILSVRC2012_val_00011566,682,"708,682"
ILSVRC2012_val_00002870,769,"769,767"
ILSVRC2012_val_00023860,772,"772,711"
ILSVRC2012_val_00042717,881,579
ILSVRC2012_val_00025759,870,879
ILSVRC2012_val_00004427,32,30
ILSVRC2012_val_00047581,706,762
ILSVRC2012_val_00026590,312,311
ILSVRC2012_val_00029674,620,"681,620"
ILSVRC2012_val_00012199,734,-1
ILSVRC2012_val_00043497,409,"409,892"
ILSVRC2012_val_00015874,126,117
ILSVRC2012_val_00022026,838,445
ILSVRC2012_val_00028377,653,"653,463"
ILSVRC2012_val_00009816,459,"842,445"
ILSVRC2012_val_00001427,912,-1
ILSVRC2012_val_00019224,457,"834,457,527,664,508"
ILSVRC2012_val_00010314,208,-1
ILSVRC2012_val_00025763,808,"514,515,898,808"
ILSVRC2012_val_00017482,819,"546,650,819"
ILSVRC2012_val_00014618,655,"514,515,655"
ILSVRC2012_val_00005292,799,-1
ILSVRC2012_val_00019094,186,-1
ILSVRC2012_val_00009039,243,805
ILSVRC2012_val_00012545,837,"836,837"
ILSVRC2012_val_00044937,402,546
ILSVRC2012_val_00032722,808,"808,515"
ILSVRC2012_val_00025296,998,"987,998"
ILSVRC2012_val_00037148,687,881
ILSVRC2012_val_00045789,799,675
ILSVRC2012_val_00045741,200,185
ILSVRC2012_val_00009019,202,"202,189"
ILSVRC2012_val_00002501,358,357
ILSVRC2012_val_00030512,214,"224,214"
ILSVRC2012_val_00041798,478,-1
ILSVRC2012_val_00019904,806,496
ILSVRC2012_val_00038218,235,"224,235"
ILSVRC2012_val_00049458,530,"530,719"
ILSVRC2012_val_00036146,951,"582,950,951"
ILSVRC2012_val_00030228,195,"195,805"
ILSVRC2012_val_00001989,745,"831,721,745"
ILSVRC2012_val_00025561,633,-1
ILSVRC2012_val_00015634,964,"923,964"
ILSVRC2012_val_00046553,676,"354,676"
ILSVRC2012_val_00035784,54,"67,54"
ILSVRC2012_val_00012431,103,-1
ILSVRC2012_val_00006837,212,"238,216"
ILSVRC2012_val_00032230,947,992
ILSVRC2012_val_00021517,740,"740,459"
ILSVRC2012_val_00015214,740,783
ILSVRC2012_val_00032193,373,-1
ILSVRC2012_val_00045334,695,"679,488,695"
ILSVRC2012_val_00021067,455,"488,679"
ILSVRC2012_val_00037011,693,"693,472,445"
ILSVRC2012_val_00005715,521,"859,868,521,651"
ILSVRC2012_val_00049290,797,171
ILSVRC2012_val_00020130,812,"812,908,404"
ILSVRC2012_val_00034633,861,-1
ILSVRC2012_val_00021238,313,-1
ILSVRC2012_val_00022362,969,725
ILSVRC2012_val_00018051,439,"439,764"
ILSVRC2012_val_00032262,245,"929,245"
ILSVRC2012_val_00028309,885,584
ILSVRC2012_val_00043796,197,198
ILSVRC2012_val_00009672,133,"141,976"
ILSVRC2012_val_00009306,456,"456,341"
ILSVRC2012_val_00026712,68,-1
ILSVRC2012_val_00011271,807,755
ILSVRC2012_val_00007677,74,"72,815"
ILSVRC2012_val_00043386,413,"764,413"
ILSVRC2012_val_00026557,319,320
ILSVRC2012_val_00009361,409,"409,892"
ILSVRC2012_val_00038970,726,-1
ILSVRC2012_val_00034857,490,679
ILSVRC2012_val_00021785,616,"518,616"
ILSVRC2012_val_00022712,264,251
ILSVRC2012_val_00043073,493,-1
ILSVRC2012_val_00018714,280,"278,280"
ILSVRC2012_val_00034789,643,-1
ILSVRC2012_val_00005284,698,-1
ILSVRC2012_val_00043335,526,"673,681,620,905,526,508"
ILSVRC2012_val_00022680,700,999
ILSVRC2012_val_00037271,449,"449,853"
ILSVRC2012_val_00006768,897,"897,651,760"
ILSVRC2012_val_00002672,218,-1
ILSVRC2012_val_00020488,259,261
ILSVRC2012_val_00047015,400,"400,667"
ILSVRC2012_val_00042374,621,"621,412"
ILSVRC2012_val_00006665,526,"673,892,681,620,526,508"
ILSVRC2012_val_00002612,561,803
ILSVRC2012_val_00017183,529,"529,478"
ILSVRC2012_val_00009213,126,-1
ILSVRC2012_val_00030335,463,"373,463"
ILSVRC2012_val_00031909,899,-1
ILSVRC2012_val_00022857,177,"177,170,676"
ILSVRC2012_val_00004446,798,-1
ILSVRC2012_val_00048772,486,-1
ILSVRC2012_val_00014732,436,"581,479,436,535,511"
ILSVRC2012_val_00022182,158,850
ILSVRC2012_val_00012598,939,"936,939,943,945"
ILSVRC2012_val_00000005,516,"516,850"
ILSVRC2012_val_00039826,499,"499,923"
ILSVRC2012_val_00009639,34,"842,977"
ILSVRC2012_val_00005495,242,"235,242"
ILSVRC2012_val_00004626,978,-1
ILSVRC2012_val_00010024,400,"400,667"
ILSVRC2012_val_00036121,386,385
ILSVRC2012_val_00047173,159,"489,243"
ILSVRC2012_val_00010950,166,-1
ILSVRC2012_val_00028834,827,"651,827"
ILSVRC2012_val_00015005,692,-1
ILSVRC2012_val_00019733,849,"968,911,849,505"
ILSVRC2012_val_00030338,835,892
ILSVRC2012_val_00020298,112,-1
ILSVRC2012_val_00012738,271,-1
ILSVRC2012_val_00017018,591,"591,850"
ILSVRC2012_val_00009101,827,-1
ILSVRC2012_val_00002004,248,"248,249,537"
ILSVRC2012_val_00005831,166,-1
ILSVRC2012_val_00049002,657,"744,657"
ILSVRC2012_val_00001041,477,"784,477"
ILSVRC2012_val_00045302,968,"968,504"
ILSVRC2012_val_00009737,885,"721,831"
ILSVRC2012_val_00019435,2,"2,3"
ILSVRC2012_val_00038058,485,632
ILSVRC2012_val_00006843,610,"610,402"
ILSVRC2012_val_00009369,499,"907,499,411"
ILSVRC2012_val_00028355,77,-1
ILSVRC2012_val_00004095,78,-1
ILSVRC2012_val_00023318,519,"519,907"
ILSVRC2012_val_00008205,427,"427,756"
ILSVRC2012_val_00031217,542,"714,542"
ILSVRC2012_val_00047524,963,"963,945"
ILSVRC2012_val_00028493,337,"337,334"
ILSVRC2012_val_00024519,708,698
ILSVRC2012_val_00004277,432,-1
ILSVRC2012_val_00025733,513,"513,776,819"
ILSVRC2012_val_00048135,475,"12,475"
ILSVRC2012_val_00048189,975,"718,975,536"
ILSVRC2012_val_00045333,429,"981,429"
ILSVRC2012_val_00032096,434,"434,533"
ILSVRC2012_val_00011481,623,-1
ILSVRC2012_val_00035670,837,"836,837"
ILSVRC2012_val_00023465,824,"911,824"
ILSVRC2012_val_00016634,315,311
ILSVRC2012_val_00016894,657,"744,652,657,471"
ILSVRC2012_val_00043136,319,"320,319"
ILSVRC2012_val_00030694,186,"852,186"
ILSVRC2012_val_00025955,60,-1
ILSVRC2012_val_00006058,861,-1
ILSVRC2012_val_00025420,526,"673,526,527,782,664,508"
ILSVRC2012_val_00029477,161,218
ILSVRC2012_val_00042857,415,928
ILSVRC2012_val_00030615,928,"928,868,923"
ILSVRC2012_val_00042612,681,"681,620,761,508"
ILSVRC2012_val_00048672,479,"751,479"
ILSVRC2012_val_00026669,798,-1
ILSVRC2012_val_00023121,177,170
ILSVRC2012_val_00010197,902,-1
ILSVRC2012_val_00029180,774,788
ILSVRC2012_val_00013494,281,"283,478"
ILSVRC2012_val_00030370,236,-1
ILSVRC2012_val_00007982,489,488
ILSVRC2012_val_00012163,967,"960,967,968,504,923"
ILSVRC2012_val_00016180,846,"619,846"
ILSVRC2012_val_00032236,659,"968,659"
ILSVRC2012_val_00017739,290,288
ILSVRC2012_val_00006884,103,-1
ILSVRC2012_val_00019273,832,-1
ILSVRC2012_val_00026884,693,"421,693"
ILSVRC2012_val_00031835,505,"505,899"
ILSVRC2012_val_00005082,200,-1
ILSVRC2012_val_00019402,151,186
ILSVRC2012_val_00029064,891,-1
ILSVRC2012_val_00034399,784,"898,784"
ILSVRC2012_val_00035547,588,790
ILSVRC2012_val_00027485,187,"165,187"
ILSVRC2012_val_00022900,846,"619,846"
ILSVRC2012_val_00048571,452,414
ILSVRC2012_val_00010878,384,"384,375"
ILSVRC2012_val_00019960,601,-1
ILSVRC2012_val_00000723,356,-1
ILSVRC2012_val_00033933,846,"619,846"
ILSVRC2012_val_00024440,627,"656,627,468"
ILSVRC2012_val_00013137,959,"959,762,923"
ILSVRC2012_val_00030315,544,"923,521,762,926"
ILSVRC2012_val_00027988,762,"923,951,762"
ILSVRC2012_val_00023705,406,"687,406"
ILSVRC2012_val_00025959,582,"582,950,790,953,954"
ILSVRC2012_val_00008001,319,308
ILSVRC2012_val_00035860,804,"896,804"
ILSVRC2012_val_00025845,271,"272,280"
ILSVRC2012_val_00024632,708,-1
ILSVRC2012_val_00022186,15,448
ILSVRC2012_val_00037375,0,"0,391,758"
ILSVRC2012_val_00015880,587,"587,677"
ILSVRC2012_val_00030144,830,"570,830"
ILSVRC2012_val_00024798,354,"354,680"
ILSVRC2012_val_00008169,469,"469,919"
ILSVRC2012_val_00032136,892,"825,409,892"
ILSVRC2012_val_00035782,728,"582,728"
ILSVRC2012_val_00038398,976,"977,978"
ILSVRC2012_val_00013193,386,"385,386"
ILSVRC2012_val_00010540,594,"559,594"
ILSVRC2012_val_00022833,881,-1
ILSVRC2012_val_00025383,518,-1
ILSVRC2012_val_00032377,979,"449,979"
ILSVRC2012_val_00028950,588,478
ILSVRC2012_val_00010005,926,"809,762,923,926"
ILSVRC2012_val_00038216,764,"777,764"
ILSVRC2012_val_00048974,220,197
ILSVRC2012_val_00036610,689,-1
ILSVRC2012_val_00023242,217,-1
ILSVRC2012_val_00006168,240,241
ILSVRC2012_val_00010778,681,"673,681,810,620,526,664,508"
ILSVRC2012_val_00036729,305,-1
ILSVRC2012_val_00001869,185,-1
ILSVRC2012_val_00003183,3,2
ILSVRC2012_val_00039428,527,"673,664,526,527,632,508"
ILSVRC2012_val_00008947,276,275
ILSVRC2012_val_00009074,506,"506,733"
ILSVRC2012_val_00021368,894,-1
ILSVRC2012_val_00012168,935,923
ILSVRC2012_val_00000818,120,119
ILSVRC2012_val_00023351,341,"341,342"
ILSVRC2012_val_00042692,163,-1
ILSVRC2012_val_00011103,826,531
ILSVRC2012_val_00007605,957,-1
ILSVRC2012_val_00049950,741,-1
ILSVRC2012_val_00002980,619,"619,846"
ILSVRC2012_val_00003715,486,"486,776,683"
ILSVRC2012_val_00042009,395,"389,390,395"
ILSVRC2012_val_00031321,116,113
ILSVRC2012_val_00043453,559,"638,639"
ILSVRC2012_val_00043867,313,315
ILSVRC2012_val_00035362,754,632
ILSVRC2012_val_00046788,266,-1
ILSVRC2012_val_00041186,45,-1
ILSVRC2012_val_00005372,516,"516,601"
ILSVRC2012_val_00010213,962,-1
ILSVRC2012_val_00007255,192,-1
ILSVRC2012_val_00026522,157,-1
ILSVRC2012_val_00013347,899,"899,725"
ILSVRC2012_val_00039163,464,"464,608"
ILSVRC2012_val_00027610,730,866
ILSVRC2012_val_00040533,312,"312,311"
ILSVRC2012_val_00040371,511,"511,479"
ILSVRC2012_val_00011090,227,-1
ILSVRC2012_val_00030645,651,"651,760,827"
ILSVRC2012_val_00002773,189,191
ILSVRC2012_val_00036898,429,"429,981"
ILSVRC2012_val_00021166,460,"460,974"
ILSVRC2012_val_00014561,689,-1
ILSVRC2012_val_00013149,864,-1
ILSVRC2012_val_00010006,177,"170,177"
ILSVRC2012_val_00022369,926,"909,926"
ILSVRC2012_val_00033982,240,239
ILSVRC2012_val_00004723,395,-1
ILSVRC2012_val_00045597,727,"727,538"
ILSVRC2012_val_00040245,373,369
ILSVRC2012_val_00020016,151,"435,151,156"
ILSVRC2012_val_00048568,808,515
ILSVRC2012_val_00017221,312,"311,312"
ILSVRC2012_val_00030050,613,844
ILSVRC2012_val_00023171,164,"164,166,167"
ILSVRC2012_val_00014541,436,"581,479,656"
ILSVRC2012_val_00021322,597,"464,763,597"
ILSVRC2012_val_00029949,703,-1
ILSVRC2012_val_00022413,675,"807,654"
ILSVRC2012_val_00013355,264,"263,264"
ILSVRC2012_val_00014220,23,-1
ILSVRC2012_val_00020977,898,"898,455"
ILSVRC2012_val_00000125,311,"312,988,311"
ILSVRC2012_val_00045324,925,"809,567"
ILSVRC2012_val_00000808,459,"906,578,834,459"
ILSVRC2012_val_00029021,817,"751,479"
ILSVRC2012_val_00037075,231,"231,232"
ILSVRC2012_val_00049094,446,893
ILSVRC2012_val_00047750,345,346
ILSVRC2012_val_00032648,464,-1
ILSVRC2012_val_00000029,55,"64,55"
ILSVRC2012_val_00033467,852,"752,852"
ILSVRC2012_val_00048652,193,-1
ILSVRC2012_val_00004059,737,"440,455"
ILSVRC2012_val_00038907,871,"484,871"
ILSVRC2012_val_00000597,385,386
ILSVRC2012_val_00013446,881,"579,881"
ILSVRC2012_val_00027558,311,-1
ILSVRC2012_val_00044578,312,311
ILSVRC2012_val_00017557,59,"64,59"
ILSVRC2012_val_00026110,441,"441,572"
ILSVRC2012_val_00002782,747,417
ILSVRC2012_val_00045638,60,-1
ILSVRC2012_val_00017193,174,"805,261"
ILSVRC2012_val_00028875,438,"438,728"
ILSVRC2012_val_00034865,618,828
ILSVRC2012_val_00048989,461,524
ILSVRC2012_val_00005266,143,23
ILSVRC2012_val_00012664,375,"370,375"
ILSVRC2012_val_00035876,405,"780,976,914,405"
ILSVRC2012_val_00032526,681,"681,620,508"
ILSVRC2012_val_00026677,408,847
ILSVRC2012_val_00023051,967,"967,968"
ILSVRC2012_val_00023557,192,"192,852"
ILSVRC2012_val_00024453,493,"553,493"
ILSVRC2012_val_00030849,620,"681,620,526,916,906"
ILSVRC2012_val_00033872,811,760
ILSVRC2012_val_00009819,36,"36,37"
ILSVRC2012_val_00028885,582,"582,936,943"
ILSVRC2012_val_00046642,761,-1
ILSVRC2012_val_00007538,889,"486,889"
ILSVRC2012_val_00031142,453,"453,454"
ILSVRC2012_val_00001623,47,"40,47"
ILSVRC2012_val_00043972,402,"834,650,402"
ILSVRC2012_val_00048741,367,366
ILSVRC2012_val_00014593,580,-1
ILSVRC2012_val_00045969,407,654
ILSVRC2012_val_00016693,243,"208,243"
ILSVRC2012_val_00006091,909,"909,827,926"
ILSVRC2012_val_00004755,147,-1
ILSVRC2012_val_00014902,42,"41,44"
ILSVRC2012_val_00008257,341,-1
ILSVRC2012_val_00033264,60,62
ILSVRC2012_val_00017733,970,979
ILSVRC2012_val_00020335,454,"453,454,921"
ILSVRC2012_val_00036712,227,223
ILSVRC2012_val_00000869,987,"987,923"
ILSVRC2012_val_00007585,691,570
ILSVRC2012_val_00026022,55,64
ILSVRC2012_val_00032337,909,"909,827"
ILSVRC2012_val_00048608,373,-1
ILSVRC2012_val_00044286,841,"841,894"
ILSVRC2012_val_00007667,15,"489,15"
ILSVRC2012_val_00028336,817,"511,479"
ILSVRC2012_val_00048069,599,-1
ILSVRC2012_val_00010327,664,"526,782,851"
ILSVRC2012_val_00019472,519,-1
ILSVRC2012_val_00029244,609,"581,436,479"
ILSVRC2012_val_00032720,271,"274,277"
ILSVRC2012_val_00042996,837,"836,837"
ILSVRC2012_val_00022434,158,-1
ILSVRC2012_val_00045624,390,"65,973"
ILSVRC2012_val_00017519,638,"638,639"
ILSVRC2012_val_00028150,911,923
ILSVRC2012_val_00000611,866,"866,977"
ILSVRC2012_val_00002013,750,"750,721,697"
ILSVRC2012_val_00031876,248,-1
ILSVRC2012_val_00005008,534,-1
ILSVRC2012_val_00005696,964,"964,951"
ILSVRC2012_val_00028692,317,316
ILSVRC2012_val_00036775,987,998
ILSVRC2012_val_00045574,871,-1
ILSVRC2012_val_00004706,312,311
ILSVRC2012_val_00014868,653,"899,901"
ILSVRC2012_val_00039549,818,"546,650,402,818,819"
ILSVRC2012_val_00023880,608,"608,487,824,502"
ILSVRC2012_val_00040436,481,"481,482"
ILSVRC2012_val_00012680,889,486
ILSVRC2012_val_00030528,987,"521,809,909,987,926"
ILSVRC2012_val_00013796,819,"546,650,402,819"
ILSVRC2012_val_00003935,923,"962,923"
ILSVRC2012_val_00005271,788,"514,788"
ILSVRC2012_val_00007816,638,"638,639"
ILSVRC2012_val_00033178,226,252
ILSVRC2012_val_00008514,809,"809,659,925"
ILSVRC2012_val_00022579,731,"439,461,465"
ILSVRC2012_val_00017367,923,"868,951,923"
ILSVRC2012_val_00047953,517,"517,540"
ILSVRC2012_val_00000085,479,"479,817"
ILSVRC2012_val_00025164,551,-1
ILSVRC2012_val_00012054,780,"557,914"
ILSVRC2012_val_00004351,53,"53,759"
ILSVRC2012_val_00002368,515,"515,40,42"
ILSVRC2012_val_00047208,515,"515,836,837"
ILSVRC2012_val_00047221,951,"950,951"
ILSVRC2012_val_00038095,901,"968,504"
ILSVRC2012_val_00000627,848,485
ILSVRC2012_val_00001676,4,-1
ILSVRC2012_val_00031177,936,"936,943"
ILSVRC2012_val_00044689,735,"750,735"
ILSVRC2012_val_00018756,744,"715,744"
ILSVRC2012_val_00009563,30,-1
ILSVRC2012_val_00025826,447,"912,824,447"
ILSVRC2012_val_00035311,815,72
ILSVRC2012_val_00005517,912,"912,716"
ILSVRC2012_val_00041234,799,-1
ILSVRC2012_val_00026127,579,881
ILSVRC2012_val_00034799,725,-1
ILSVRC2012_val_00045144,706,"557,858,738"
ILSVRC2012_val_00014530,897,"897,971"
ILSVRC2012_val_00024289,295,357
ILSVRC2012_val_00048287,534,-1
ILSVRC2012_val_00032179,424,"424,423"
ILSVRC2012_val_00014227,30,-1
ILSVRC2012_val_00015561,832,-1
ILSVRC2012_val_00040040,219,207
ILSVRC2012_val_00037800,58,-1
ILSVRC2012_val_00032413,337,336
ILSVRC2012_val_00039666,197,199
ILSVRC2012_val_00036787,970,-1
ILSVRC2012_val_00031433,229,190
ILSVRC2012_val_00043423,502,774
ILSVRC2012_val_00021575,168,"168,211"
ILSVRC2012_val_00003014,0,"758,472"
ILSVRC2012_val_00029971,969,"651,631"
ILSVRC2012_val_00014260,536,517
ILSVRC2012_val_00030302,529,"529,830,610"
ILSVRC2012_val_00030768,740,"526,453,454,608,740"
ILSVRC2012_val_00042549,660,"660,757"
ILSVRC2012_val_00028671,744,-1
ILSVRC2012_val_00038785,754,-1
ILSVRC2012_val_00035065,719,-1
ILSVRC2012_val_00043166,493,894
ILSVRC2012_val_00044376,741,-1
ILSVRC2012_val_00045822,536,"484,536"
ILSVRC2012_val_00043811,456,"652,465,413"
ILSVRC2012_val_00048251,620,"681,620"
ILSVRC2012_val_00035615,586,517
ILSVRC2012_val_00045524,400,"400,667"
ILSVRC2012_val_00008999,769,"769,767"
ILSVRC2012_val_00001710,179,-1
ILSVRC2012_val_00034059,736,-1
ILSVRC2012_val_00046955,501,"524,461,501"
ILSVRC2012_val_00006086,764,"603,764"
ILSVRC2012_val_00016496,405,"839,405"
ILSVRC2012_val_00020794,884,687
ILSVRC2012_val_00033233,166,162
ILSVRC2012_val_00032328,284,-1
ILSVRC2012_val_00025938,64,"46,59"
ILSVRC2012_val_00023653,155,252
ILSVRC2012_val_00029257,844,-1
ILSVRC2012_val_00000954,991,994
ILSVRC2012_val_00008725,914,"780,914,536"
ILSVRC2012_val_00026314,119,125
ILSVRC2012_val_00010725,120,-1
ILSVRC2012_val_00032562,837,"608,836,837,841"
ILSVRC2012_val_00014097,98,143
ILSVRC2012_val_00014635,892,"619,846,721,892,831"
ILSVRC2012_val_00022494,548,"548,851"
ILSVRC2012_val_00007731,554,"625,554"
ILSVRC2012_val_00000801,969,-1
ILSVRC2012_val_00040967,592,-1
ILSVRC2012_val_00041664,782,664
ILSVRC2012_val_00007408,733,"919,733"
ILSVRC2012_val_00033970,613,810
ILSVRC2012_val_00049657,124,"1,124"
ILSVRC2012_val_00031937,792,"784,792,477"
ILSVRC2012_val_00012174,784,"783,784"
ILSVRC2012_val_00030973,934,"934,923"
ILSVRC2012_val_00027529,222,258
ILSVRC2012_val_00034024,168,"162,168"
ILSVRC2012_val_00010394,447,373
ILSVRC2012_val_00027336,676,"464,676"
ILSVRC2012_val_00013727,182,185
ILSVRC2012_val_00010920,153,-1
ILSVRC2012_val_00026221,101,"385,101"
ILSVRC2012_val_00008483,864,867
ILSVRC2012_val_00041249,854,-1
ILSVRC2012_val_00027657,104,"104,489"
ILSVRC2012_val_00007117,824,911
ILSVRC2012_val_00018182,622,"418,720,872,759,622"
ILSVRC2012_val_00044225,429,"981,429"
ILSVRC2012_val_00014322,626,"481,626"
ILSVRC2012_val_00014577,558,"683,558,432,566"
ILSVRC2012_val_00025529,537,248
ILSVRC2012_val_00037619,657,"744,657"
ILSVRC2012_val_00028082,593,"402,593"
ILSVRC2012_val_00037365,429,"518,429"
ILSVRC2012_val_00011187,842,"842,433"
ILSVRC2012_val_00039582,969,"969,470"
ILSVRC2012_val_00025908,853,958
ILSVRC2012_val_00028759,177,-1
ILSVRC2012_val_00046964,285,281
ILSVRC2012_val_00008568,676,"676,597"
ILSVRC2012_val_00000874,876,"435,876"
ILSVRC2012_val_00004768,564,"669,564"
ILSVRC2012_val_00038144,564,"750,564"
ILSVRC2012_val_00004642,673,"673,508"
ILSVRC2012_val_00022920,176,-1
ILSVRC2012_val_00043449,639,"638,639"
ILSVRC2012_val_00036033,691,"830,691"
ILSVRC2012_val_00031158,928,"928,960"
ILSVRC2012_val_00003111,567,"909,567"
ILSVRC2012_val_00039481,693,"693,472"
ILSVRC2012_val_00032052,445,"837,433,445"
ILSVRC2012_val_00012544,440,"455,440"
ILSVRC2012_val_00018671,630,"806,630"
ILSVRC2012_val_00029974,141,"141,142"
ILSVRC2012_val_00038591,921,-1
ILSVRC2012_val_00035538,213,"213,205"
ILSVRC2012_val_00000365,675,867
ILSVRC2012_val_00013712,205,"256,205"
ILSVRC2012_val_00035937,808,515
ILSVRC2012_val_00049775,20,-1
ILSVRC2012_val_00022086,435,"896,435,794"
ILSVRC2012_val_00041846,656,"581,436,479"
ILSVRC2012_val_00018892,926,"809,909,923,926"
ILSVRC2012_val_00040980,311,-1
ILSVRC2012_val_00037168,524,"524,461"
ILSVRC2012_val_00040342,6,"5,6"
ILSVRC2012_val_00042420,738,"738,580"
ILSVRC2012_val_00005683,968,618
ILSVRC2012_val_00042906,835,-1
ILSVRC2012_val_00032181,206,"197,205"
ILSVRC2012_val_00015366,860,-1
ILSVRC2012_val_00043169,520,-1
ILSVRC2012_val_00018450,39,"39,46"
ILSVRC2012_val_00031478,908,"908,404"
ILSVRC2012_val_00017074,987,"987,998"
ILSVRC2012_val_00020050,295,"297,295"
ILSVRC2012_val_00031523,972,976
ILSVRC2012_val_00033674,66,759
ILSVRC2012_val_00047976,187,182
ILSVRC2012_val_00003373,662,"526,664"
ILSVRC2012_val_00021392,415,-1
ILSVRC2012_val_00010541,443,"689,443"
ILSVRC2012_val_00009768,828,"697,443,828"
ILSVRC2012_val_00019762,775,639
ILSVRC2012_val_00026534,806,"770,806,608,610"
ILSVRC2012_val_00009646,931,"931,950,954,923"
ILSVRC2012_val_00034297,265,-1
ILSVRC2012_val_00042492,925,809
ILSVRC2012_val_00031324,689,"452,689"
ILSVRC2012_val_00002821,851,688
ILSVRC2012_val_00014118,618,"521,813,909,910,567,926"
ILSVRC2012_val_00045820,409,442
ILSVRC2012_val_00041757,709,767
ILSVRC2012_val_00014241,843,"616,843"
ILSVRC2012_val_00018735,271,-1
ILSVRC2012_val_00047225,236,-1
ILSVRC2012_val_00044000,193,-1
ILSVRC2012_val_00039512,700,"999,700"
ILSVRC2012_val_00038254,180,-1
ILSVRC2012_val_00040812,438,-1
ILSVRC2012_val_00039480,651,"859,521,651,760"
ILSVRC2012_val_00027496,257,"257,258,489"
ILSVRC2012_val_00003579,334,-1
ILSVRC2012_val_00033343,975,97
ILSVRC2012_val_00014919,885,414
ILSVRC2012_val_00025519,284,286
ILSVRC2012_val_00014353,409,892
ILSVRC2012_val_00025182,485,-1
ILSVRC2012_val_00007232,290,"288,290"
ILSVRC2012_val_00038070,958,"514,515,655,958"
ILSVRC2012_val_00011616,358,359
ILSVRC2012_val_00046597,504,"504,985"
ILSVRC2012_val_00010485,982,"834,977,978,982"
ILSVRC2012_val_00047179,996,991
ILSVRC2012_val_00013841,856,"866,595"
ILSVRC2012_val_00035377,222,208
ILSVRC2012_val_00018361,206,"221,206"
ILSVRC2012_val_00011039,368,369
ILSVRC2012_val_00027957,653,"653,665"
ILSVRC2012_val_00033430,910,"909,910"
ILSVRC2012_val_00041554,400,"400,667"
ILSVRC2012_val_00040781,60,-1
ILSVRC2012_val_00013082,703,"975,703"
ILSVRC2012_val_00010000,710,-1
ILSVRC2012_val_00005982,191,"184,191"
ILSVRC2012_val_00018329,930,"931,790,415"
ILSVRC2012_val_00020742,632,761
ILSVRC2012_val_00049918,542,"541,542"
ILSVRC2012_val_00016227,78,-1
ILSVRC2012_val_00022374,191,"191,189"
ILSVRC2012_val_00000684,618,"968,809,618,828"
ILSVRC2012_val_00010376,998,"998,987,575"
ILSVRC2012_val_00029352,693,"472,693"
ILSVRC2012_val_00001738,848,482
ILSVRC2012_val_00024558,304,301
ILSVRC2012_val_00038276,412,-1
ILSVRC2012_val_00033038,695,488
ILSVRC2012_val_00038298,642,"643,881"
ILSVRC2012_val_00020438,552,151
ILSVRC2012_val_00015031,669,"520,669"
ILSVRC2012_val_00043214,46,40
ILSVRC2012_val_00011941,502,774
ILSVRC2012_val_00044943,734,"654,734"
ILSVRC2012_val_00034742,414,636
ILSVRC2012_val_00041822,809,659
ILSVRC2012_val_00004372,273,-1
ILSVRC2012_val_00047378,380,-1
ILSVRC2012_val_00017655,519,"728,478"
ILSVRC2012_val_00016696,744,"744,657"
ILSVRC2012_val_00042105,58,-1
ILSVRC2012_val_00037029,752,"752,852"
ILSVRC2012_val_00047423,401,878
ILSVRC2012_val_00046192,596,610
ILSVRC2012_val_00002220,400,"400,667"
ILSVRC2012_val_00000646,959,"923,959"
ILSVRC2012_val_00030922,556,-1
ILSVRC2012_val_00008076,503,505
ILSVRC2012_val_00043317,485,"485,851,632"
ILSVRC2012_val_00007511,158,"237,180"
ILSVRC2012_val_00032994,782,"673,526,527,664,508"
ILSVRC2012_val_00042785,868,"868,968,504"
ILSVRC2012_val_00019041,183,208
ILSVRC2012_val_00043734,869,-1
ILSVRC2012_val_00045186,463,738
ILSVRC2012_val_00012633,358,-1
ILSVRC2012_val_00042020,390,-1
ILSVRC2012_val_00021154,912,716
ILSVRC2012_val_00024160,124,123
ILSVRC2012_val_00006120,51,-1
ILSVRC2012_val_00031963,266,"265,266"
ILSVRC2012_val_00038314,226,231
ILSVRC2012_val_00016159,949,738
ILSVRC2012_val_00046500,895,-1
ILSVRC2012_val_00040880,623,-1
ILSVRC2012_val_00017602,242,"242,159"
ILSVRC2012_val_00021679,380,382
ILSVRC2012_val_00043832,718,839
ILSVRC2012_val_00035347,164,165
ILSVRC2012_val_00045500,674,"770,674"
ILSVRC2012_val_00020479,977,"976,978"
ILSVRC2012_val_00009513,749,"834,532,505"
ILSVRC2012_val_00002596,470,"470,921"
ILSVRC2012_val_00022106,17,16
ILSVRC2012_val_00034741,700,"700,999"
ILSVRC2012_val_00047974,482,"481,482"
ILSVRC2012_val_00027949,532,"532,453"
ILSVRC2012_val_00040895,359,"356,359"
ILSVRC2012_val_00049394,567,"659,923,926"
ILSVRC2012_val_00029810,330,335
ILSVRC2012_val_00014445,885,"546,841"
ILSVRC2012_val_00037327,676,"676,488"
ILSVRC2012_val_00022263,399,"399,501"
ILSVRC2012_val_00031848,813,-1
ILSVRC2012_val_00005294,357,"357,337"
ILSVRC2012_val_00034411,527,"526,527,782,664"
